capital city|n|ˌkæpɪtəl ˈsɪti|столиця
car alarm|n|ˈkɑːr əˌlɑːrm|сигналізація автомобіля
car park|n|ˈkɑː pɑːrk|автостоянка
car|n|kɑːr|автомобіль
case|n|keɪs|випадок; справа
catch|v|kætʃ|ловити; захоплювати
change|v|ʧeɪndʒ|змінювати; міняти
charter|v|ˈʧɑːrtər|орендувати (транспорт)
check in|v|ʧɛk ɪn|реєструватися; зайти
check out|v|ʧɛk aʊt|виписуватися; перевіряти
check-in|n|ˈʧɛk ɪn|реєстрація
coach|n|koʊtʃ|тренер; автобус (особливо далекого прямування)
confirm|v|kənˈfɜːm|підтверджувати
consul|n|ˈkɒnsəl|консул
crossing|n|ˈkrɒsɪŋ|перехід; перехрестя
crossroads|n|ˈkrɒsroʊdz|перехрестя
currency|n|ˈkʌrənsi|валюта
customs officer|n|ˈkʌstəmz ˈɒfɪsər|митник
customs|n|ˈkʌstəmz|митниця
cycle|n|ˈsaɪkəl|велосипед; цикл
cyclist|n|ˈsaɪklɪst|велосипедист
deck|n|dɛk|палуба; колода
delay|n|dɪˈleɪ|затримка
deliver|v|dɪˈlɪvər|доставляти; народжувати
depart|v|dɪˈpɑːrt|виїжджати; відбуватися
departure|n|dɪˈpɑːtʃər|від'їзд; відхід
destination|n|ˌdɛstɪˈneɪʃən|місце призначення
direction|n|dɪˈrɛkʃən|напрямок; керування
document|n|ˈdɒkjʊmənt|документ; папір
dollar|n|ˈdɒlər|долар
double room|n|ˌdʌbl ˈruːm|NULL|двомісний номер
drive|v|draɪv|1448|водити; їхати
driving licence|n|ˌdraɪvɪŋ ˈlaɪsəns|NULL|водійське посвідчення
due|adj|djuː|2479|належний; очікуваний
duty-free|adj|ˈdjuːti friː|безмитний
embassy|n|ˈɛmbəsi|посольство
euro|n|ˈjʊərəʊ|євро; європейська валюта
exchange rate|n|ɪksˈtʃeɪndʒ reɪt|обмінний курс
facilities|n|fəˈsɪlɪtiz|обладнання; умови
fare|n|feər|плата за проїзд; тариф
ferry|n|ˈfɛri|пором
flight|n|flaɪt|політ; рейс
fly|v|flaɪ|літати; мчати
foreign|adj|ˈfɒrən|іноземний; закордонний
fuel|n|ˈfjuːəl|паливо; горюче
gate|n|ɡeɪt|ворота
guest-house|n|ˈɡɛstˌhaʊs|гостьовий будинок
guest|n|ɡɛst|гість
guide|n/v|ɡaɪd|гід; керувати
guidebook|n|ˈɡaɪdˌbʊk|путівник
handlebars|n|ˈhændlˌbɑːrz|руль
harbour|n|ˈhɑːbə|гавань
helicopter|n|ˈhɛlɪˌkɒptə|гелікоптер
hitch-hike|v|ˈhɪtʃˌhaɪk|автостопити
hotel|n|həʊˈtɛl|готель
hovercraft|n|ˈhɒvəˌkrɑːft|судно на повітряній подушці
hydrofoil|n|ˈhaɪdrəfɔɪl|глісер
immigration|n|ˌɪmɪˈɡreɪʃən|імміграція
inn|n|ɪn|готель; заїжджий двір
interpret|v|ɪnˈtɜːprɪt|тлумачити; перекладати
jet|n|dʒɛt|реактивний літак; струмінь
journey|n|ˈdʒɜːrni|2431|подорож
land|n/v|lænd|2044|земля; приземлятися
lorry|n|ˈlɒri|вантажівка
lost property|n|ˌlɒst ˈprɒpərti|загублені речі
luggage|n|ˈlʌɡɪdʒ|NULL|багаж
map|n|mæp|1551|карта; мапа
motorbike|n|ˈmoʊtər.baɪk|мотоцикл
motorcycle|n|ˈmoʊtərˌsaɪkəl|мотоцикл
motorway|n|ˈmoʊtərˌweɪ|автомагістраль
nationality|n|ˌnæʃəˈnælɪti|національність
on board|adv|ɒn ˈbɔːrd|на борту
on business|adv|ɒn ˈbɪznɪs|у справах
on foot|adv|ɒn ˈfʊt|пішки
on holiday|adv|ɒn ˈhɒlədeɪ|у відпустці
on time|adv|ɒn ˈtaɪm|вчасно
on vacation|adv|ɒn vəˈkeɪʃən|у відпустці
operator|n|ˈɒpəreɪtər|оператор
overnight|adv|ˌoʊvərˈnaɪt|на ніч
overtake|v|ˌoʊvərˈteɪk|обганяти
parking lot|n|ˈpɑːrkɪŋ lɒt|стоянка для автомобілів
parking space|n|ˈpɑːrkɪŋ speɪs|місце для паркування
passenger|n|ˈpæsɪndʒər|пасажир
passport|n|ˈpæspɔːrt|паспорт
path|n|pɑːθ|стежка; шлях
petrol pump|n|ˈpɛtrəl pʌmp|бензоколонка
petrol station|n|ˈpɛtrəl ˈsteɪʃən|заправна станція
petrol|n|ˈpɛtrəl|бензин
pilot|n|ˈpaɪlət|пілот
platform|n|ˈplætfɔːrm|платформа
railroad|n|ˈreɪlˌroʊd|залізниця
railway|n|ˈreɪlweɪ|залізниця
reception|n|rɪˈsɛpʃən|прийом; рецепція
reservation|n|ˌrɛzərˈveɪʃən|бронювання; резервація
reserve|v|rɪˈzɜːv|резервувати; зберігати
return|v|rɪˈtɜːn|повертатися
ride|v|raɪd|їхати верхи; кататися
road sign|n|ˈroʊd saɪn|дорожній знак
roundabout|n|ˈraʊndəbaʊt|кругове перехрестя
route|n|ruːt|маршрут
sail|v|seɪl|плавати під вітрилом
scooter|n|ˈskuːtər|скутер
seat belt|n|ˈsiːt belt|ремінь безпеки
ship|n|ʃɪp|корабель
sightseeing|n|ˈsaɪtˌsiːɪŋ|екскурсія
signpost|n|ˈsaɪnˌpoʊst|вказівник; стовп з дорожніми знаками
single room|n|ˌsɪŋɡl ˈruːm|одномісний номер
speed|n|spiːd|швидкість
subway|n|ˈsʌbweɪ|метро; підземний перехід
suitcase|n|ˈsuːtˌkeɪs|валіза
take off|v|ˌteɪk ˈɒf|знімати; злітати
taxi rank|n|ˈtæksi ræŋk|стоянка таксі
taxi|n|ˈtæksi|таксі
terminal|n|ˈtɜːmɪnəl|термінал
tire|n|ˈtaɪər|шина
tour|n|tuər|тур; екскурсія
tourist|n|ˈtʊərɪst|турист
traffic jam|n|ˈtræfɪk dʒæm|пробка
traffic lights|n|ˈtræfɪk laɪts|світлофор
traffic|n|ˈtræfɪk|рух; транспортний потік
train|n|treɪn|поїзд
tram|n|træm|трамвай
translate|v|trænsˈleɪt|перекладати
translation|n|trænsˈleɪʃən|переклад
traveller’s cheque|n|ˌtrævlərz ˈʧɛk|дорожній чек
trip|n|trɪp|подорож; поход
tunnel|n|ˈtʌnl|тунель
tyre|n|ˈtaɪər|шина; покришка
underground|adj|ˈʌndərˌɡraʊnd|підземний
unleaded|adj|ʌnˈlɛdɪd|безсвинцевий
vehicle|n|ˈviːɪkl|транспортний засіб
visa|n|ˈviːzə|віза
visit|v|ˈvɪzɪt|відвідувати
voyage|n|ˈvɔɪɪdʒ|подорож; плавання
waiting-room|n|ˈweɪtɪŋ ruːm|чекальня
windscreen|n|ˈwɪndˌskriːn|лобове скло

Category: Weather
blow|v|bloʊ|дути; дмухати
centigrade|adj|ˈsɛntɪɡreɪd|градуси за Цельсієм
cloud|n|klaʊd|хмара
cloudy|adj|ˈklaʊdi|хмарно
cold|adj|kəʊld|холодний
cool|adj|kuːl|крутий; прохолодний
degrees|n|dɪˈɡriːz|градуси
dry|adj|draɪ|сухий
fog|n|fɒɡ|туман
foggy|adj|ˈfɒɡi|туманно
forecast|v|ˈfɔːkɑːst|прогнозувати; передбачати
frost|n|frɒst|іній; мороз
gale|n|ɡeɪl|шторм; ураганний вітер
get wet|v|ˌɡɛt ˈwɛt|змокнути
heat|n/v|hiːt|тепло; нагрівати
hot|adj|hɒt|гарячий
ice|n|aɪs|лід
icy|adj|ˈaɪsi|льодяний
lightning|n|ˈlaɪtnɪŋ|блискавка
mild|adj|maɪld|м'який; лагідний
rain|n|reɪn|дощ
shower|n|ˈʃaʊər|душ
snow|n|snoʊ|сніг
snowfall|n|ˈsnoʊˌfɔːl|снігопад
storm|n|stɔːrm|буря
sun|n|sʌn|сонце
sunny|adj|ˈsʌni|сонячно
sunshine|n|ˈsʌnˌʃaɪn|сонячне світло; сонячний день
temperature|n|ˈtɛmpərətʃər|температура
thermometer|n|θərˈmɒmɪtər|термометр
thunder|n|ˈθʌndər|грім
wet|adj|wɛt|мокрий
wind|n|wɪnd|вітер
windy|adj|ˈwɪndi|вітряно

Category: Work and Jobs
CV|n|ˌsiːˈviː|резюме
actor|n|ˈæktər|актор
actress|n|ˈæktrɪs|актриса
application|n|ˌæplɪˈkeɪʃn|заявка; програма
apply|v|əˈplaɪ|подавати заявку; застосовувати
architect|n|ˈɑːkɪtekt|архітектор
army|n|ˈɑːmi|армія
artist|n|ˈɑːtɪst|художник
assistant|n|əˈsɪstənt|помічник
athlete|n|ˈæθliːt|спортсмен
banker|n|ˈbæŋkər|банкір
boss|n|bɒs|начальник; бос
businessman|n|ˈbɪznɪsˌmæn|бізнесмен
businesswoman|n|ˈbɪznɪsˌwʊmən|бізнесвумен
butcher|n|ˈbʊʧər|м'ясник
cameraman|n|ˈkæmərəˌmæn|оператор
candidate|n|ˈkændɪdət|кандидат
canteen|n|kænˈtiːn|їдальня; буфет
captain|n|ˈkæptɪn|капітан
career|n|kəˈrɪər|кар'єра
chef|n|ʃɛf|кухар; шеф-кухар
chemist|n|ˈkɛmɪst|хімік; аптекар
colleague|n|ˈkɒliːɡ|колега
comedian|n|kəˈmiːdiən|комік; гуморист
company|n|ˈkʌmpəni|компанія; товариство
conference|n|ˈkɒnfərəns|конференція
consul|n|ˈkɒnsəl|консул
consulate|n|ˈkɒnsjʊlət|консульство
contract|n|ˈkɒntrækt|контракт; угода
cook|v|kʊk|готувати; варити
crew|n|kruː|екіпаж
curriculum vitae|n|kəˈrɪkjʊləm ˈviːtaɪ|резюме; життєпис
customs officer|n|ˈkʌstəmz ˈɒfɪsər|митник
dancer|n|ˈdænsər|танцівник
dentist|n|ˈdɛntɪst|стоматолог
department|n|dɪˈpɑːtmənt|відділ; департамент
designer|n|dɪˈzaɪnər|дизайнер
detective|n|dɪˈtɛktɪv|детектив
diploma|n|dɪˈpləʊmə|диплом
director|n|dɪˈrɛktər|директор; режисер
diver|n|ˈdaɪvər|водолаз
doctor|n|ˈdɒktər|лікар
employ|v|ɪmˈplɔɪ|наймати; займати
employee|n|ɪmˈplɔɪ.iː|працівник; найманий працівник
employer|n|ɪmˈplɔɪər|роботодавець
employment|n|ɪmˈplɔɪmənt|зайнятість; робота
engineer|n|ˌɛndʒɪˈnɪər|інженер
factory|n|ˈfæktəri|фабрика; завод
farm|n|fɑːm|ферма; господарство
farmer|n|ˈfɑːrmər|фермер
film star|n|ˈfɪlm stɑːr|кіноактор; зірка кіно
fireman|n|ˈfaɪəmən|пожежник
flight attendant|n|ˈflaɪt əˈtɛndənt|стюардеса; стюард
full time|n|ˈfʊl taɪm|повний робочий день
greengrocer|n|ˈɡriːnˌɡrəʊsə|овочевий продавець
grocer|n|ˈɡrəʊsə|бакалійник
guard|n/v|ɡɑːd|охоронець; охороняти
hairdresser|n|ˈheəˌdresə|перукар
housewife|n|ˈhaʊsˌwaɪf|домогосподарка
housework|n|ˈhaʊsˌwɜːk|домашня робота
instructor|n|ɪnˈstrʌktə|інструктор
interpreter|n|ɪnˈtɜːrprɪtər|перекладач
journalist|n|ˈdʒɜːnəlɪst|журналіст
judge|n/v|dʒʌdʒ|суддя; судити
laboratory|n|ləˈbɒrətəri|лабораторія
labourer|n|ˈleɪbərə|робітник
lawyer|n|ˈlɔːjə|адвокат; юрист
lecturer|n|ˈlɛkʧərər|лектор
librarian|n|laɪˈbrɛəriən|бібліотекар
manager|n|ˈmænɪdʒər|менеджер
mechanic|n|mɪˈkænɪk|механік
model|n|ˈmɒdəl|модель
musician|n|mjuˈzɪʃən|музикант
newsagent|n|ˈnjuːzˌeɪdʒənt|торговець пресою
novelist|n|ˈnɒvəlɪst|романіст
nurse|n|nɜːrs|медсестра; няня
occupation|n|ˌɒkjuˈpeɪʃən|заняття; професія
office|n|ˈɒfɪs|офіс
officer|n|ˈɒfɪsər|офіцер; чиновник
operator|n|ˈɒpəreɪtər|оператор
out of work|adj|ˌaʊt əv ˈwɜːrk|безробітний
owner|n|ˈoʊnər|власник
part time|adv|ˌpɑːrt ˈtaɪm|неповний робочий день
pension|n|ˈpɛnʃən|пенсія
photographer|n|fəˈtɒɡrəfər|фотограф
physician|n|fɪˈzɪʃən|лікар
pilot|n|ˈpaɪlət|пілот
poet|n|ˈpoʊɪt|поет
police officer|n|pəˈlis ˈɒfɪsər|поліцейський
policeman|n|pəˈlisˌmæn|поліцейський (чоловік)
policewoman|n|pəˈlisˌwʊmən|поліцейська (жінка)
politician|n|ˌpɒlɪˈtɪʃən|політик
porter|n|ˈpɔːrtər|носій; портьє
postman|n|ˈpoʊstmæn|поштар
presenter|n|prɪˈzɛntər|ведучий
president|n|ˈprɛzɪdənt|президент
priest|n|priːst|священник
profession|n|prəˈfɛʃən|професія
professional|adj|prəˈfɛʃənəl|професійний
professor|n|prəˈfɛsər|професор
publisher|n|ˈpʌblɪʃər|видавець
qualification|n|ˌkwɒlɪfɪˈkeɪʃən|кваліфікація
quit|v|kwɪt|кинути; звільнитися
reporter|n|rɪˈpɔːrtər|репортер
retire|v|rɪˈtaɪər|виходити на пенсію; відступати
retirement|n|rɪˈtaɪəmənt|вихід на пенсію
sailor|n|ˈseɪlər|моряк
salary|n|ˈsæləri|зарплата
sales assistant|n|ˌseɪlz əˈsɪstənt|продавець
salesman|n|ˈseɪlzmən|продавець
saleswoman|n|ˈseɪlzˌwʊmən|продавщиця
scientist|n|ˈsaɪəntɪst|вчений
secretary|n|ˈsɛkrətəri|секретар
security guard|n|sɪˈkjʊərɪti ɡɑːrd|охоронець
servant|n|ˈsɜːrvənt|слуга
shop assistant|n|ˈʃɒp əˌsɪstənt|продавець
shopkeeper|n|ˈʃɒpˌkiːpər|крамар; власник магазину
soldier|n|ˈsəʊldʒər|солдат
staff|n|stæf|персонал; штаб
taxi driver|n|ˈtæksi ˌdraɪvər|водій таксі
teacher|n|ˈtiːʧər|вчитель
trade|n|treɪd|торгівля
unemployed|adj|ˌʌnɪmˈplɔɪd|безробітний
wage|n|weɪdʒ|зарплата
waiter|n|ˈweɪtər|офіціант
waitress|n|ˈweɪtrɪs|офіціантка
